,business_id,city,stars,categories
6155,lNVs3lEEtHNFcWH-HaBRmw,Austin,4.0,"Mexican, Restaurants"
6170,glExFUtG56Kkkz6BiVfyug,Columbus,3.5,"Food Trucks, Caterers, Food, Event Planning & Services, Mexican, Restaurants"
6231,Fbl_u6kesXyDObHqXvOzKQ,Boston,3.0,"Restaurants, Mexican"
6252,ISKKywD0wZeoXyOLf5CU1w,Sunbury,4.0,"Fast Food, Mexican, Tacos, Tex-Mex, Restaurants, Breakfast & Brunch"
6284,n9E0YRV7wwdk-nimfU_vuA,Orlando,3.5,"Restaurants, Mexican"
6305,SWOR5dWWLpmqUUDUzycc_Q,Austin,2.0,"Restaurants, Mexican, Breakfast & Brunch"
6416,1_lkf1870jL1mZ2RhQ7Uzg,Boston,4.0,"Mexican, Restaurants, Fish & Chips"
6448,heeqwXyKmz99ST_28jdVYg,Austin,3.5,"Food, Restaurants, Mexican, Breakfast & Brunch, Food Trucks, Tacos, Food Stands"
7,MVqgaWwskq6Rnc84DD1eRg,Sanford,4.0,"Tex-Mex, Restaurants, Mexican"
43,_7EcAl2OPXNm7UynPUJfoQ,Delaware,3.5,"Mexican, Restaurants"
50,xRpY89FGNjch6ly3GTdcNA,Dublin,3.5,"Mexican, Restaurants"
78,4-tRMOh1pEimD4lrRNkZzA,Austin,3.0,"Tex-Mex, Chinese, Restaurants, Food Trucks, Mexican, Food"
134,3dooayXwXJp0P-GDOngPsw,Austin,4.5,"Tacos, Mexican, Food, Restaurants, Food Trucks"
153,5wXLaB0PBqiyNX7rJyucXQ,Orlando,2.5,"Nightlife, Restaurants, Event Planning & Services, Mexican, Caribbean, Cocktail Bars, Venues & Event Spaces, Bars, Pubs"
160,-YMNyXhza3TRWy8WuR7I1A,Austin,4.5,"Mexican, Barbeque, Food, Restaurants, Vegan, Street Vendors, Food Trucks, Tacos"
251,RKJq9UPMQhVoRMtnPdhiWw,Austin,3.5,"Restaurants, Breakfast & Brunch, Food, Desserts, Mexican"
350,b-G5WTIxtk14aPUWw3Kf7w,Portland,1.5,"Fast Food, Restaurants, Tacos, Burgers, Breakfast & Brunch, Mexican"
378,C-UgIWpXJB3jBYA4elB2wQ,Chelsea,3.0,"Mexican, Restaurants"
399,5suI6QbrzMAj_AAbv8pSHw,Austin,5.0,"Restaurants, Mexican, Delis, Food Trucks, Food"
425,gc_X8Bm2z1EPDtAnpVvMiQ,Jamaica Plain,3.5,"Restaurants, Caribbean, Mexican, Dominican, Latin American"
458,6AFUZG8GBgztFfIzZKQfDQ,Austin,2.0,"Restaurants, Mexican"
467,GV9LgcR08eXIuT7GzxMMjQ,Boulder,3.5,"Vegetarian, Mexican, Tex-Mex, Restaurants"
527,MLXKI_DoKLIdGrr8M0SSiw,Longwood,4.5,"Mexican, Beer, Wine & Spirits, Food, Restaurants"
543,xrw5iHbInOQnZkCYeEWRrw,Lake Buena Vista,4.0,"Bars, Food, Tacos, Nightlife, Mexican, Cocktail Bars, Coffee & Tea, Restaurants, Salad"
568,zmt70t744DKOUjEJJfntew,Portland,5.0,"Food Trucks, Food, Mexican, Tacos, Restaurants"
570,ZwrydO8Xw1rXmlnxPVcpdg,Atlanta,2.5,"Nightlife, Bars, Mexican, Restaurants, Tacos, Beer Bar"
596,BzCPqwc-V2uRmpGS8H0jYQ,Austin,2.0,"Mexican, Bars, Breakfast & Brunch, Tacos, Nightlife, Restaurants"
780,W_SPA20YT72F3kHUeLw90A,Arlington,3.5,"Gastropubs, Tapas Bars, Mexican, Restaurants"
828,S_T-0KCy0dQSEMFFk2o-Vg,Malden,4.0,"Restaurants, Nightlife, Mexican, Bars, New Mexican Cuisine, American (New), Cocktail Bars"
876,oFiFHhc_bCs68OP1CozqGw,Woburn,2.0,"Tex-Mex, Fast Food, Tacos, Restaurants, Mexican"
905,ioMIC-YMIJ8-ZltWrDvz9w,Orlando,3.5,"Restaurants, Mexican"
920,a1vcAjnIbv7oE9geg0xB_g,Austin,4.5,"Mexican, Tacos, Breakfast & Brunch, Restaurants, Sandwiches"
926,iB7IkPlmaS9McznfMUvD-A,Boston,3.0,"Mexican, Restaurants"
929,w6glLilpWkesWJMxjYeF5w,Austin,4.5,"Restaurants, Mexican"
935,cAMBhEG0dULr-O8vSOCrNQ,Boulder,4.0,"Bars, Restaurants, Tacos, Nightlife, Mexican"
952,kbA_q5ECcdilN7fBMvMA1g,Manor,4.5,"Restaurants, Mexican"
963,OIQzijmM4GEYTFfZWkgADQ,Atlanta,3.0,"Mexican, Restaurants"
981,ZGIBmLV9eW7qiAQEhhjMPA,Vancouver,3.5,"Mexican, Restaurants, Food, Specialty Food"
1051,89tW_wyn_TLkSLIX62rbiQ,Bay Lake,2.5,"Mexican, Restaurants"
1133,VhiYI8yVh6gA5vB4loMSBg,Atlanta,3.5,"Restaurants, Fast Food, Mexican"
1168,rbzvPs7sonxBabpjQ37wug,Milwaukie,2.0,"Fast Food, Breakfast & Brunch, Tex-Mex, Mexican, Restaurants, Tacos"
1212,dkRf9k3dOmnoPJN3-6mqVQ,Columbus,2.0,"Restaurants, Tex-Mex, Mexican, Tacos, Fast Food, Breakfast & Brunch"
1302,IIFGvxPsnCz6dDqGCzo5UA,Austin,4.0,"Mexican, Food Stands, Food, Specialty Food, Restaurants, Ethnic Food"
1318,DBOdKkWqgx8qcoFzYHB2CA,Boston,3.0,"Asian Fusion, Chinese, Restaurants, Mexican"
1322,IDlvMzb_9Prxzz2LK0Ww1Q,Columbus,2.5,"Mexican, Restaurants"
1323,L8GVB38wwTl8edp7cJ_s3w,Austin,4.0,"Mexican, Food, Restaurants, Grocery"
1328,FUOQzLpgRAko8DA-_2hTqQ,Dublin,4.5,"Mexican, Restaurants"
1343,3C9CZS_l2XqQHeEQTI-UtA,Austin,4.5,"Restaurants, Mexican, Tacos"
1358,sYfjh2s1mTuPwjNZbmPcdg,Austin,3.0,"Mexican, Restaurants, Tex-Mex"
1472,aPz4iE_IorPXg7SBxjCJiQ,Atlanta,4.0,"Gas Stations, Restaurants, Mexican, Automotive"
1500,o1DfFsn-jjvAfzR0xpkI5w,Hilliard,3.0,"Bars, Mexican, Nightlife, Restaurants"
1548,AUIMVCbPTUrF6AKf2TjZqQ,Austin,3.5,"Restaurants, Mexican, Breakfast & Brunch, Latin American"
1568,eiVXI7fUwwj3M00cSSTIKw,Atlanta,3.5,"Restaurants, Mexican"
1612,Xb0VJtN8ldxBSrgmEinHIA,Westerville,2.5,"Breakfast & Brunch, Restaurants, Tacos, Mexican, Fast Food"
1661,VLANIWOpYfiohZgzXdc3gw,Groveport,2.5,"Fast Food, Mexican, Restaurants"
1679,b0UYXrtQWBj7LOsuyKgmsg,Burnaby,2.5,"Mexican, Restaurants"
1680,YecqqDbk62GQ12vEQ2GjYQ,Columbus,2.0,"Restaurants, Tex-Mex, Fast Food, Breakfast & Brunch, Tacos, Mexican"
1686,LoKw1Q5aj8TkulM0yfuIZg,Portland,4.5,"Food Trucks, Restaurants, Mexican, Korean, Food Stands, Food"
1714,RqizfEsCwXxKoQtLJWqU7A,Tucker,3.0,"Tex-Mex, Restaurants, Mexican"
1772,Pu3LOiZNPJTOCpOJ-stlvA,Austin,3.5,"Restaurants, Salad, Tacos, Tex-Mex, Mexican"
1956,Xp3pUw9x2BiIqz-d1aD3Kw,Tigard,2.5,"Restaurants, Breakfast & Brunch, Fast Food, Tacos, Tex-Mex, Mexican"
1996,2yq89tFeGIi9ifO5UPKpLA,Austin,3.0,"Restaurants, Mexican"
2014,1u-j0VGVZhvKi5rvxKouKg,Atlanta,2.5,"Restaurants, Mexican"
2058,S03JaX1glYgXydYbCBXtKw,Brookline,3.5,"Restaurants, Mexican"
2130,s1iA_k9mupklCazZaEaPnw,Boulder,4.0,"Latin American, Nightlife, Restaurants, Bars, New Mexican Cuisine"
2143,2zYfeL6iqah9KH2216S3HQ,Coquitlam,3.0,"Mexican, Latin American, Restaurants, Tex-Mex"
2233,UNZDzBH8hpi68OG1IFaxAA,Happy Valley,2.0,"Restaurants, Burgers, Fast Food, Breakfast & Brunch, Mexican, Tacos"
2266,1QCaR3XWoE7ejpy7M3D3kQ,Orlando,2.0,"Restaurants, Mexican, Fast Food"
2267,W035xzzdiKN8npSCjqLEBw,Columbus,2.0,"Restaurants, Breakfast & Brunch, Tex-Mex, Mexican, Tacos, Fast Food"
2268,J3L6Vo-Pe0PGyTxhuT8bSw,Austin,4.5,"Food, Tacos, Mexican, Restaurants, Food Trucks"
2302,UwKwzfJ5M7aEvu5zLPQ9VA,Portland,4.0,"Restaurants, Mexican"
2322,_I1ojgWHtPwpMSRJ33xaRQ,Lynn,3.0,"Restaurants, Breakfast & Brunch, Mexican, Pizza, Spanish"
2339,o6olmuRCitpiPonhCEG3aw,Oregon City,4.0,"Tex-Mex, Restaurants, Mexican"
2354,RUkdCTC6a143HgUK96C24A,Columbus,4.0,"Street Vendors, Restaurants, Tacos, Food Trucks, Mexican, Food"
2435,P5lpPBTPqAL3GJhc27RNGg,Boulder,3.5,"Mexican, Local Flavor, Bars, Breakfast & Brunch, Restaurants, Nightlife, Tex-Mex, Fast Food"
2503,f_ZMyBmqZZKH6VLg4QfOZA,Atlanta,3.5,"Food, Mexican, Beer, Wine & Spirits, Steakhouses, Bars, Sports Bars, Restaurants, Nightlife"
2505,M4Gm7jIS9X9u3gW91rKvQQ,Kyle,4.0,"Mexican, Restaurants"
2519,YMeDThQDql3RigmYX4YgMw,Hilliard,3.5,"Restaurants, American (Traditional), Mexican, Fast Food, Hot Dogs, Greek"
2554,rNq6faA7WZrZPy4poUkLzQ,Columbus,4.0,"Restaurants, Mexican, Tacos, Cocktail Bars, Nightlife, Bars"
2566,gOkP_T26KVtqAO6ANE-gPw,Clarkston,1.5,"Restaurants, Fast Food, Tex-Mex, Tacos, Mexican"
2582,etp8u6wZIU5QqT_2x1BSPg,Forest Park,3.5,"Mexican, Restaurants"
2600,NF8Mq7fkO0t0OWI7PpPDrA,Brookline,3.0,"Mexican, Fast Food, Restaurants"
2614,23kN4XJq0TtubaPyqTMmMA,Vancouver,4.0,"Canadian (New), Mexican, Restaurants"
2631,YtwTg_ooE8pqO9O6_IK0RA,Kyle,3.0,"Tacos, Mexican, Restaurants"
2758,zklCdZt6IXs63f06VNwG2Q,Boston,1.5,"Mexican, Restaurants"
2812,oHGruXffHZGRHQDtnUAWjA,Atlanta,3.5,"Beer, Wine & Spirits, Nightlife, Tapas Bars, Restaurants, Tex-Mex, Bars, Mexican, Food"
2936,rnySUY4vMmfIzECKRx1ZQQ,Austin,3.5,"Tex-Mex, Restaurants, Mexican"
2953,GBU_WPK52yMTis6KSAjHXg,Port Moody,4.0,"Coffee & Tea, Mexican, Restaurants, Food, Cafes"
2972,lwRlXl4OWlxdP7y9GHAcbQ,Surrey,4.0,"Mexican, Restaurants"
3062,8IcfYEJrA1fdByZiGUbq0g,Marblehead,3.5,"Restaurants, Mexican"
3115,5EvsSPrMyxt-yAIDg4VZdw,Westwood,4.0,"Nightlife, Bars, Mexican, Restaurants, Gluten-Free"
3121,VsyOqzkzThEBKl41dej2Rw,Ocoee,4.5,"Mexican, Restaurants, Food Stands, Food Trucks, Food"
3157,-E_2TqJ9qVuqBwtHsr6IQw,Austin,4.0,"Restaurants, Mexican"
3180,CSe56YpDc6qrhGRb1Ry0OQ,Smyrna,4.0,"Nightlife, Cocktail Bars, Bars, Restaurants, Mexican"
3187,9SSmSagyqarMueJHYniQRg,Decatur,3.5,"Tex-Mex, Mexican, Restaurants"
3189,udc0i4tdthAKSKAhchMpfA,Atlanta,3.5,"Bars, Restaurants, Food, Tacos, Mexican, Nightlife, Tex-Mex, Southern"
3206,PYljqfDbjtiY3qkAepyhXg,Columbus,3.0,"Mexican, Restaurants, Fast Food"
3240,AtdEmzKY-cJFPa5MkY-aRQ,Columbus,3.5,"Mexican, Restaurants, Tapas/Small Plates"
3251,dUg3w8PUeudpjTn86gU7Cw,Pickerington,3.0,"Restaurants, Mexican"
3297,LblQ3qXp42kKgOucB45qHA,Vancouver,3.5,"Sushi Bars, Cocktail Bars, Canadian (New), Restaurants, Bars, Mexican, Japanese, American (New), Lounges, Tapas Bars, Nightlife"
3304,khcz0pzfTb4ZuHkso9S0-A,Columbus,1.5,"Restaurants, Tex-Mex, Breakfast & Brunch, Mexican, Fast Food, Tacos"
3367,xVxjzyMqghCYwVe_dwJzJw,Boston,4.0,"Bars, Cocktail Bars, Tapas Bars, Restaurants, Nightlife, Seafood, Mexican"
3388,tRG7xrMnHyNJb5jiIRMJpA,Columbus,4.0,"Bars, Nightlife, Sports Bars, Restaurants, Mexican, Tacos"
3394,kPx3jS8sfMRP1t0Zg_ZfDA,Boston,4.0,"Restaurants, Mexican, Food, Desserts, Tacos"
3445,-tBCXprT_Fj8N8b5Q4B3BQ,Portland,5.0,"American (New), Food, Restaurants, Vegan, Mexican, Food Trucks"
3487,eaI6pjS8ZdSIgeOLlJhg-w,Austin,3.5,"Restaurants, Mexican, Tex-Mex, Gluten-Free, Breakfast & Brunch"
3501,yYFKZIqJGBhy_Uizco_Bhg,Surrey,3.0,"Mexican, Restaurants, Food, Grocery"
3508,9cnd5txt44wiE2US_S8oUw,Smyrna,3.5,"Mexican, Nightlife, Restaurants, Bars"
3513,9v0Iz8rR1-CK3GumfuSwgw,Surrey,3.5,"Restaurants, Mexican"
3540,NvxOXRzMs3HEmsyDSxs-wQ,Dorchester,3.0,"American (New), Spanish, Latin American, Restaurants, Mexican"
3564,0zvksdKNdqFCIfyvbxIs6g,Austin,4.0,"Food, Breakfast & Brunch, Restaurants, Mexican, Food Trucks, Tex-Mex"
3623,XrazG37knh-fR4x-Fc5TmA,Boston,2.0,"Fast Food, Restaurants, Mexican"
3669,Br_IU9nAhH0qalDIynOzVA,Orlando,4.5,"Grocery, Restaurants, Latin American, Mexican, Food"
3686,M8zFxiaDmq9vZeFw7nZOVg,Quincy,3.5,"Caterers, Event Planning & Services, Mexican, Restaurants, Nightlife, Bars"
3734,VHp3QdCow3hk4HidhNBJAA,West Linn,3.0,"Restaurants, Mexican"
3745,npssmgSepCDpcUWpnOGeWA,Austin,4.5,"Event Planning & Services, Restaurants, Coffee & Tea, Mexican, Food Trucks, Food, Caterers"
3761,l2Teq5Bm2BI-5tIag2kITQ,Portland,3.0,"Mexican, Restaurants"
3813,gpF32WBG508_yFpoyArRpg,North Vancouver,4.5,"Restaurants, Mexican, Tex-Mex"
3817,CvQIp5GL-9iOT9Tnvi354w,Austin,4.5,"Tacos, Food Stands, Restaurants, Mexican"
3858,nTcKEVXGchGubxARh0ivGg,Kissimmee,3.0,"Restaurants, Mexican"
3963,rt204C9Kiqe-GSgjN19hLA,Orlando,2.5,"Mexican, Tex-Mex, Restaurants"
4049,YROzSiNnp60iPnqNrj34DA,Atlanta,2.5,"Mexican, Restaurants"
4069,3iZmwOXfSWmPX7Xp_m41gQ,Somerville,4.0,"Latin American, Beer, Wine & Spirits, Restaurants, Food, Mexican"
4087,J6p_WGp4Y_5dAPIug9uRTw,Orlando,4.0,"Mexican, Tex-Mex, Restaurants"
4108,PkaQKRBV-K_LARjGuUSJcg,Vancouver,5.0,"Food, Food Trucks, Restaurants, Mexican"
4110,r8VHTUODG6HHk89Yix2pVw,Orlando,3.0,"Tex-Mex, Nightlife, Mexican, Bars, Restaurants"
4226,DcsuQky8uf3yVzvjPzxpzw,Vancouver,4.0,"Mexican, Salvadoran, Latin American, Food, Grocery, Restaurants"
4232,gSkiRGUvY9pKdQ55cjWAuQ,Boston,4.0,"Food Trucks, Restaurants, Food, Mexican"
4259,CtpSINTejRFvR3j8Ack46g,Waltham,4.5,"Restaurants, Mexican"
4262,AEyYLMPjnFWybOmD81pufg,Vancouver,4.5,"Restaurants, Mexican"
4273,w3w1UpCpEew0nnB4qqwr8A,Orlando,4.0,"Mexican, Restaurants"
4303,KhwJuLYIX0FdLGnCzklszQ,Port Coquitlam,3.5,"Themed Cafes, Restaurants, Coffee & Tea, Mexican, Food, Cafes, Latin American"
4492,uT3Or2HOB5oi7xNVRnPvBg,Gahanna,4.0,"Mexican, Restaurants"
4496,USUG0jsKta_fiNchM0nYrQ,Dedham,3.5,"Restaurants, Mexican"
4537,MJ04zVRAVsUGtLH5vMXRiQ,Austin,4.0,"Tacos, Restaurants, Mexican"
4546,XfdyWV80fecWYt2XNZ_89Q,Allston,2.0,"Mexican, Restaurants"
4550,Gn-i1mp1dueTiHK72eiCyw,Portland,2.5,"Tex-Mex, Mexican, Breakfast & Brunch, Fast Food, Restaurants, Tacos"
4579,12in6DGZIwm6kytjmBRafQ,Austin,2.5,"Restaurants, Tex-Mex, Fast Food, Breakfast & Brunch, Mexican, Tacos"
4601,0djIySMHpBG6hqKx7RvfpA,Austin,3.5,"Mexican, Restaurants"
4700,oHqZYZpcNG_SWUHcFgBiig,Vancouver,2.5,"Restaurants, Tacos, Mexican, Breakfast & Brunch, Fast Food, Tex-Mex"
4739,mUDADdNKtOpUWAxExee2hw,Atlanta,3.5,"Food, Restaurants, Mexican"
4773,Xro7LIUJePfdUptKjrMSJg,Austin,4.0,"Restaurants, Mexican"
4874,cATbxHAuGqdXcmtj5SLA5Q,Boulder,4.5,"Latin American, Tacos, Mexican, Food Stands, Restaurants, Nightlife, Bars, Indian"
4880,Tuss07Cji93TtjhOX3xWaw,Austin,1.5,"Restaurants, Mexican, Fast Food"
4905,8LQiQe2gtS4jvCXYntDqJA,Poinciana,2.5,"Restaurants, Tex-Mex, Mexican, Fast Food"
4924,WqTYC26RmfFI1sXCFB6tDw,Austin,4.0,"Food, Restaurants, Mexican, Caterers, Food Stands, Event Planning & Services"
4933,CsDrcMAK-OKWeBnOnCOFhw,Sunbury,3.5,"Mexican, Restaurants"
4962,au4ZVPV_Au8fvg-Alb0fYQ,Grove City,3.0,"Mexican, Restaurants"
5295,Zblv0WcH2yewdQJDTl1_og,Austin,3.0,"American (New), Restaurants, Mexican"
5311,ZduM1r3QuddriOrjkrCN1w,Columbus,3.5,"Mexican, Restaurants, Tex-Mex"
5410,340xgJ0sQDhm-WtW_OKw1Q,Vancouver,3.5,"Mexican, Fast Food, Restaurants"
5417,z2Lkb8wGwskh5msswSB2-A,Kissimmee,2.0,"Restaurants, Tex-Mex, Mexican, Fast Food, Tacos"
5438,Vn5yocG0BNILeLrdmyBHFw,Smyrna,3.0,"Tex-Mex, Restaurants, American (Traditional), Mexican"
5441,Vy5q4jkWEO3zvlCSD6qI6g,Buda,2.0,"Fast Food, Restaurants, Mexican, Breakfast & Brunch, Tacos, Burgers"
5480,nMWvqa6HArxUy6WiLUc8Xw,Orlando,3.5,"Asian Fusion, Nightlife, Gastropubs, Tiki Bars, Seafood, Mexican, Restaurants, Food, Bars, Burgers"
5506,2eVhXNWyro770yj-f5zQnA,Vancouver,3.0,"Fast Food, Specialty Schools, Mexican, Education, Restaurants, Cooking Schools"
5550,M9JV33-tgbKs_uSwTVtvcQ,Cambridge,3.0,"Mexican, Restaurants"
5576,_P3zGtG7E5l-lHibT6OodA,Vancouver,4.5,"Mexican, Restaurants"
5774,drMEqusiIKvxwH9K0O7eTQ,Lexington,3.5,"Mexican, Restaurants"
5821,dNjz8a5gSSfGO_F8IUyRyw,Austin,3.5,"Restaurants, Mexican"
5939,fi88FqE8fl6ue_BOh-5-RQ,Vancouver,4.0,"Mexican, Restaurants"
5984,2fkLVUb4r-1CpSB-QWs2Yg,Everett,4.5,"Mexican, Latin American, Tacos, Restaurants"
5995,vwMr2mF-pTwUC2wp02xMmA,Orlando,3.0,"Bars, Restaurants, Nightlife, Spanish, Mexican, Cocktail Bars"
6048,jeBGhAZxvjUkygntn6QzaA,Everett,4.0,"Mexican, Restaurants, Latin American, Salvadoran"
6066,4Jsmb92lYx8Djk4QBk6aXA,Austin,4.0,"Mexican, Restaurants"
6149,HZ4y1OEU7-1Y0y7CMdotLQ,Atlanta,4.5,"Asian Fusion, Food, Mexican, Sushi Bars, Restaurants, Seafood, Poke"
6153,NMsNXqbIYxKcLl6_lW6fYw,Portland,2.5,"Mexican, Restaurants"
6211,RydXD0czdJj6pBv_OrDbAg,Columbus,3.0,"Mexican, Fast Food, Restaurants"
6320,ohjD2T_d44_uBT3mBI_vFw,Portland,3.5,"Specialty Food, Ethnic Food, Restaurants, Mexican, Food"
6396,WJqcwq0pxa0No3TbOF3tXQ,Austin,4.5,"Restaurants, Fast Food, Mexican, Tex-Mex"
6411,G1RF4RRms_UV5slPQhRRkw,Austin,3.0,"Barbeque, Tex-Mex, Bars, Seafood, Restaurants, Nightlife, Mexican, Sports Bars"
6415,yJuY2lL-bLqrCFRBLzrzcg,Orlando,4.5,"Mexican, Restaurants, Nightlife, Bars"
13,k2hqYLfGKbdgjyM991CEsA,Damascus,4.5,"Tacos, Food Trucks, Restaurants, Food, Mexican"
57,CC0qKW0TF19MITK6gYtgNg,Salem,3.5,"Restaurants, Mediterranean, Mexican"
61,lDCG2MgwkIFtl8EoLVfZZg,Atlanta,4.0,"Mexican, Vegetarian, Nightlife, Beer Bar, Tacos, Tex-Mex, Salad, Bars, Restaurants"
101,9QZN7O0-7vVTXRf3OUg7Rg,Vancouver,3.5,"Restaurants, Mexican"
213,SAB93r7IhIj3uicwUSiaOw,Portland,4.5,"Restaurants, Mexican"
277,Wqft4M-hOcDkUyZU7NqfTw,Portland,3.5,"Restaurants, Mexican"
325,rg9sVG19AFoauLHANMQZ_w,Portland,3.0,"Lounges, Bars, Delis, Food, Mexican, Nightlife, Shopping, Tobacco Shops, Beer, Wine & Spirits, Restaurants"
367,iKW5ub8y0G9bbYuMu3brqA,Austin,4.5,"Event Planning & Services, Tacos, Southern, Mexican, Caterers, Food Trucks, Restaurants, Food, Tex-Mex"
410,UW9CqO3i68mMHDkE401b0w,Orlando,3.5,"Mexican, Restaurants"
526,sAnF7AWOHpIbBHkEobsYgQ,Burnaby,3.0,"Restaurants, Tapas/Small Plates, Mexican, Gluten-Free"
528,i-uz0Hv4kttlmb15iJRvNg,Austin,4.5,"Tacos, Mexican, Tex-Mex, Restaurants"
673,v0lAQJhQvgegrIGVGEk5Fg,Austin,4.0,"Burgers, Hot Dogs, Restaurants, Mexican"
742,Y95PPjkMwzXUORE6SYNkQA,Atlanta,3.0,"Restaurants, Tex-Mex, Mexican"
745,GwF9MLWb34ttSRQdgEypEQ,Austin,3.5,"Restaurants, Vegan, Specialty Food, Mexican, Gluten-Free, Health Markets, Bakeries, Active Life, Vegetarian, Food, Fitness & Instruction, Yoga"
753,-PGIpDyUv8GErRtkYU7Q3g,Vancouver,3.0,"Food, Restaurants, Mexican"
824,mLOGZ8ayN2imj8kO35Jz4w,Winter Garden,2.5,"Fast Food, Restaurants, Mexican, Tex-Mex"
835,Ofa3h8LQ1DrQsC8kojbSJw,Austin,2.5,"Nightlife, Mexican, Restaurants, Music Venues, Arts & Entertainment, Tex-Mex"
859,KFx_SwzV19WjJHK13iI_jQ,Cambridge,3.5,"Mexican, Restaurants"
867,KlG2PyWmGVwSeWY3QVv6eg,Columbus,4.5,"Food Stands, Restaurants, Mexican"
903,AgzeJFNzoN5FokrJ9nb3qQ,Kissimmee,2.0,"Restaurants, Fast Food, Mexican, Tex-Mex"
985,6_5Xpl52QEfk3dsPTYTDBA,Altamonte Springs,3.0,"Event Planning & Services, Mexican, Breakfast & Brunch, Salad, Fast Food, Restaurants, Caterers"
987,53Czy3jRivJ9v9yqFb7whA,Brighton,3.0,"Fast Food, Tex-Mex, Restaurants, Mexican"
1005,R5G-LpFh2mLUCAOxbvP0eQ,Vancouver,4.0,"Donuts, Chinese, Sandwiches, Food, Burgers, Restaurants, Mexican, Cambodian, Comfort Food, Vietnamese"
1023,N-C0-XD3Ytng9iYUiApzuw,Columbus,4.5,"Restaurants, Food Stands, Mexican"
1062,TqhaiO57kmqJpj9BwfxLcA,Dorchester,2.0,"Fast Food, Restaurants, Mexican"
1088,bPVizrhzuZFhDAc-IFygpQ,Orlando,4.5,"Latin American, Desserts, Food, Burgers, Caterers, Cuban, Caribbean, Event Planning & Services, Empanadas, Tacos, Puerto Rican, Restaurants, Sandwiches, Mexican"
1164,irXjl1l2cMSI6k027jUpjg,Austin,4.0,"Mexican, Tacos, Tex-Mex, Restaurants, Breakfast & Brunch"
1195,LmOwaovfQtNR7aA6lJR6Jw,Austin,3.0,"Mexican, Restaurants"
1199,MJfld-_DfxLDML_KT_7tCg,Davenport,2.0,"Mexican, Restaurants, Fast Food"
1223,fY8Kmm3c24dYpglY7mVFsw,Coquitlam,1.5,"Chicken Wings, Fast Food, Mexican, Restaurants"
1278,g1s8y9e3LGDdrfYW1GnPRA,Austin,5.0,"Food Trucks, Mexican, Tacos, Food, Restaurants"
1326,_0kD11vSi3QTAe9DXBQGrQ,Columbus,4.0,"Mexican, Restaurants, Tex-Mex"
1414,DC1SqIL_Db3nrKkpl9FhtQ,Dublin,3.0,"Seafood, Mexican, Restaurants, Salad"
1435,kU-4jWo_qW4niezFdUZ9TA,Winter Park,3.0,"Restaurants, Mexican, Fast Food"
1531,AFmmjtNuVfEyP_BMmrcOtg,Austin,4.5,"Restaurants, Mexican, Food Stands, Breakfast & Brunch, Food, Food Trucks"
1533,stg4ajmnRKJk7ar1Ir2iYw,Pickerington,2.5,"Restaurants, Breakfast & Brunch, Fast Food, Tacos, Mexican, Tex-Mex"
1556,dOGYpL1c0kMZ1Y5SK9j0Fg,Brookline,3.0,"Mexican, Restaurants"
1575,LxEcw-BCkdZKpHw0lILvYQ,Vancouver,3.5,"Cafes, Mexican, Fast Food, Vegetarian, Vegan, Salad, Restaurants"
1742,IFwIaskQsgpupbjKBPFzjg,Austin,4.5,"Street Vendors, Food, Restaurants, Food Trucks, Mexican"
1755,vv9fQ_RzZzBjCmAHwcq1KQ,Tualatin,4.5,"Restaurants, Mexican"
1883,q36naMyIpP0BPuafP5NyUw,Austin,3.0,"Restaurants, Mexican"
1895,QT7_styx37g2-zwle0KhPw,Austin,3.5,"Restaurants, Mexican"
1947,7SoyMCOiM2hiAJ_RRzIJSA,Austin,4.5,"Food, Tacos, Caterers, Event Planning & Services, Food Trucks, Fast Food, Restaurants, Mexican"
1980,-pTd9hm1s-KzDHSMIYPDuQ,Marietta,1.0,"Fast Food, Mexican, Tacos, Restaurants, Tex-Mex"
1994,BgEaIonKZO1pG6_rxqcy0w,Vancouver,5.0,"Event Planning & Services, Caterers, Food Stands, Mexican, Restaurants, Food Delivery Services, Food"
2048,wjFWMUEo-Azw3TYsDIUpbQ,Boston,3.0,"Restaurants, Nightlife, Mexican, Bars, Latin American"
2061,ND581JIp6UnwD9hKpD_MHw,Portland,4.0,"Gluten-Free, Breakfast & Brunch, American (New), Food Stands, Local Flavor, Mexican, Cocktail Bars, Farmers Market, Food, Bars, Cafes, Restaurants, Nightlife"
2101,B6YsI_cwt4lWvJZsRpQYww,Boston,4.0,"Restaurants, Mexican"
2122,SDbMCxZvdjjgoborcYACTg,Vancouver,3.5,"Restaurants, Mexican"
2176,BrZmt_v4Gevh6fhzeec1ag,Austin,4.5,"Nightlife, Restaurants, Event Planning & Services, Cocktail Bars, Bars, Tacos, Venues & Event Spaces, Mexican"
2213,DtHsu_dWcgVkcaifLPxnlA,Portland,4.0,"Mexican, Restaurants, Food"
2243,8L1t5wTeSyA1umC2s5DNKg,Orlando,2.0,"Tacos, Restaurants, Mexican, Fast Food, Breakfast & Brunch, Tex-Mex"
2252,676XQ5yFnN0kfMyE0Xct2g,Atlanta,2.0,"American (Traditional), Mexican, American (New), Restaurants, Salad"
