,stars,BusinessAcceptsCreditCards,RestaurantsPriceRange2,BikeParking,WiFi,RestaurantsTakeOut,GoodForKids,RestaurantsDelivery,OutdoorSeating,ByAppointmentOnly,RestaurantsReservations,RestaurantsGoodForGroups,HasTV,Alcohol,garage,street,validated,lot,valet,touristy,hipster,romantic,divey,intimate,trendy,upscale,classy,casual
687,4.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
688,4.0,1,2,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
689,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0
690,3.5,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
691,4.5,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
692,4.5,1,2,1,2,1,1,1,1,1,1,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0
693,4.5,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
694,4.5,1,2,1,0,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
695,4.5,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
696,2.5,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
697,1.5,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
698,4.0,1,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
699,3.5,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
700,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1
701,3.0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
702,4.5,1,1,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1
703,3.5,1,2,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
704,4.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1
705,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,1
706,2.0,1,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
707,4.5,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
708,3.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
709,3.5,1,2,1,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
710,4.0,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
711,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
712,4.5,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
713,3.5,1,1,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
714,3.5,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0
715,3.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,4.5,1,2,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
717,4.5,1,2,1,2,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
718,5.0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
719,3.5,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
720,3.0,1,3,1,0,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1
721,2.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
722,3.5,1,3,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,1,0,0,0,1,1,1
723,4.0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
724,4.5,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
725,4.5,1,1,1,2,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1
726,4.5,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
727,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
728,3.5,1,2,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
729,4.0,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
730,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
731,4.0,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
732,4.5,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
733,4.0,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
734,3.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
735,3.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
736,3.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
737,4.0,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
738,4.5,1,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
739,4.0,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
740,3.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1
741,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,0,0,1,0,0,0,0,0,1,0,1,0
742,3.5,1,2,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
743,4.0,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
744,3.0,1,2,1,0,1,1,1,1,1,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0
745,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1
746,4.5,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
747,4.5,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1
748,4.0,1,4,1,2,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0
749,4.0,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
750,4.5,1,2,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
751,3.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0
752,4.0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
753,3.5,1,2,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
754,3.5,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
755,3.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1
756,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,1,1,0,0,0,0,0,0,1,0,1,1
757,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,1,1,0,0,0,0,0,0,1,1,1,1
758,4.0,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1
759,5.0,1,2,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
760,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1
761,4.0,1,2,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
762,3.0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
763,4.5,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
764,4.0,1,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
765,3.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
766,4.5,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
767,4.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
768,2.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
769,3.0,1,2,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
770,3.5,1,2,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
771,4.5,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
772,2.5,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1
773,4.0,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
774,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1
775,4.5,1,2,1,0,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
776,4.0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
777,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1
778,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
779,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
780,2.0,1,2,1,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
781,3.5,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
782,4.0,1,2,1,0,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
783,4.5,1,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
784,3.5,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
785,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1
786,4.0,1,1,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
787,4.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0
788,4.0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
789,3.5,1,2,1,2,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
790,4.5,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1
791,4.0,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
792,3.5,1,2,1,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
793,4.0,1,2,1,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
794,3.5,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1
795,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1
796,2.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
797,3.0,1,3,1,2,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
798,2.0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
799,4.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
800,4.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1
801,4.5,1,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
802,4.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1
803,4.5,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
804,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1
805,3.5,1,2,1,0,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
806,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1
807,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,0,0,0,0,1,0,0,1
808,3.5,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1
809,4.0,1,2,1,2,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
810,4.0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
811,4.5,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1
812,2.5,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
813,4.0,1,2,1,0,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1
814,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
815,4.5,1,4,1,2,1,1,1,1,1,1,1,1,2,0,1,0,1,0,0,0,1,0,0,0,1,1,0
816,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
817,4.5,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1
818,4.0,1,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
819,4.5,1,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
820,3.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
821,1.5,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
822,3.5,1,2,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
823,4.5,1,2,1,2,1,1,1,1,1,1,1,1,2,1,0,0,1,0,0,1,0,0,0,1,0,1,1
824,3.0,1,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
825,2.0,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
826,3.5,1,2,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1
828,3.0,1,2,1,0,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
829,4.5,1,2,1,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
830,3.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0
831,4.5,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,4.0,1,1,1,2,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
833,4.0,1,3,1,0,1,1,1,1,1,1,1,1,2,1,1,0,0,1,0,0,0,0,0,0,1,1,0
834,4.0,1,2,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
835,4.0,1,2,1,0,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1
836,4.5,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
837,3.5,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1
838,4.5,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
839,2.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
840,4.0,1,2,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
841,3.5,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
842,3.5,1,1,1,2,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1
843,4.5,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
844,4.5,1,4,1,0,1,1,1,1,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0
845,4.0,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
846,3.0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
847,4.0,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
848,4.0,1,2,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
849,4.5,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
850,3.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0
851,4.0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
852,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1
853,4.0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
854,2.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1
855,4.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0
856,2.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
857,3.5,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
858,1.5,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
859,3.5,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
860,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0
861,4.5,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
862,3.5,1,2,1,2,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
863,3.0,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
864,4.0,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
865,3.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
866,2.0,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0
867,4.5,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
868,4.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,1,0,0,0,1,0,1,1,0,1,1
869,3.5,1,1,1,0,1,1,1,1,1,1,1,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,1
870,4.0,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1
871,4.0,1,1,1,2,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1
872,3.5,1,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
873,3.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1
874,1.5,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
875,3.5,1,2,1,0,1,1,1,1,1,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1
876,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
877,2.0,1,2,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
878,4.5,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1
879,4.0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
880,4.0,1,3,1,0,1,1,1,1,1,1,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0
881,4.5,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
882,4.0,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
883,3.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,1,0,0,0,1,0,1,1,0,1,1
884,3.5,1,3,1,2,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0
885,4.0,1,2,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
886,2.0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
887,3.0,1,2,1,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
888,3.5,1,2,1,0,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
889,3.5,1,2,1,0,1,1,1,1,1,1,1,1,2,1,0,0,0,1,1,1,0,0,0,1,1,1,1
890,4.0,1,2,1,0,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
891,4.0,1,2,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
892,4.0,1,2,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
893,4.5,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
894,3.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
895,4.0,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
896,3.5,1,3,1,2,1,1,1,1,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
897,2.0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
898,4.5,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
899,4.5,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1
900,4.0,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,0,1,0,0,0,0,0,1,0,0,1,0
901,4.0,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1
902,4.0,1,1,1,0,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
903,4.0,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
904,4.0,1,2,1,0,1,1,1,1,1,1,1,1,2,0,1,0,1,0,0,1,0,0,0,1,0,1,1
905,4.5,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
906,2.0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,4.0,1,4,1,2,1,1,1,1,1,1,1,1,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0
908,4.5,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
909,5.0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
910,4.0,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
911,4.0,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
912,3.5,1,2,1,0,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
913,4.5,1,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
914,4.5,1,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
915,4.0,1,2,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
916,3.5,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1
